,name,address,city,state,postal_code,stars,review_count,is_open,attributes,categories,hours
28519,Charleys Philly Steaks,350 Longwood Ave,Boston,MA,02115,3.5,11,1,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","['Restaurants', 'Sandwiches', 'Cheesesteaks', 'FastFood']","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '7:0-19:0', 'Sunday': '9:0-20:0'}"
28621,Taste Cafe and Wine Bar,465 Huntington Ave,Boston,MA,02115,2.0,12,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'""}","['FoodCourt', 'Cafes', 'Restaurants']","{'Monday': '10:0-16:30', 'Tuesday': '10:0-16:30', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-16:30', 'Sunday': '10:0-16:30'}"
28949,Tatte Bakery & Cafe,369 Huntington Ave,Boston,MA,02115,4.0,53,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True'}","['Cafes', 'Food', 'Breakfast&Brunch', 'Bakeries', 'Coffee&Tea', 'Restaurants']","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-19:0'}"
29144,Lucy Ethiopian Cafe,334 Massachusetts Ave,Boston,MA,02115,4.0,412,1,"{'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'Caters': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","['InternetCafes', 'Restaurants', 'Coffee&Tea', 'Ethiopian', 'Food']","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}"
29362,Grub,738 Huntington Ave,Boston,MA,02115,4.5,51,0,"{'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}","['ComfortFood', 'Poutineries', 'Sandwiches', 'Restaurants', 'Breakfast&Brunch']","{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '10:0-21:0'}"
29484,Boloco,283 Longwood Ave,Boston,MA,02115,3.5,116,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'Alcohol': ""'none'"", 'NoiseLevel': ""u'loud'"", 'RestaurantsDelivery': 'True'}","['Restaurants', 'FastFood', 'Mexican', 'American(New)']","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}"
30356,Red Mango,334 Massachusetts Ave,Boston,MA,02115,3.5,171,0,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BikeParking': 'True'}","['IceCream&FrozenYogurt', 'Restaurants', 'Food', 'JuiceBars&Smoothies', 'Gluten-Free', 'Kosher']","{'Monday': '11:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}"
30496,Beta Burger,1437 Tremont St,Boston,MA,02120,4.0,88,0,"{'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'""}","['Restaurants', 'Burgers', 'FastFood', 'American(New)']","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
30509,Boloco Berklee,1080 Boylston St,Boston,MA,02115,3.5,130,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True'}","['Restaurants', 'Cajun/Creole', 'Mexican', 'EthnicFood', 'SpecialtyFood', 'Food', 'American(New)']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
30671,Whole Foods Market,15 Westland Ave,Boston,MA,02115,3.5,176,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'Caters': 'True', 'Alcohol': ""'none'""}","['OrganicStores', 'HealthMarkets', 'Grocery', 'SeafoodMarkets', 'MeatShops', 'Food', 'SpecialtyFood', 'JuiceBars&Smoothies', 'Restaurants']","{'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '8:0-21:0', 'Friday': '9:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
30739,Gyroscope,305 Huntington Ave,Boston,MA,02115,4.5,59,1,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True'}","['Salad', 'Mediterranean', 'Greek', 'Restaurants']","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
31074,Crispy Dough Pizzeria,1514 Tremont St,Boston,MA,02120,3.0,118,1,"{'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'Caters': 'True'}","['Pizza', 'Halal', 'Salad', 'Restaurants']","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
31208,Papaâ€™s Pizza Company,682 Huntington Ave,Boston,MA,02115,3.5,23,1,"{'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Caters': 'True'}","['Pizza', 'Restaurants']","{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-2:0', 'Saturday': '10:30-2:0', 'Sunday': '12:0-22:0'}"
31233,Longwood Grille & Bar,342 Longwood Ave,Boston,MA,02115,2.5,99,1,"{'BYOBCorkage': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'Caters': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True'}","['Restaurants', 'American(Traditional)']","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}"
31282,Krasi,48 Gloucester St,Boston,MA,02115,4.5,76,1,"{'Caters': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'Smoking': ""u'no'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'True'}","['Nightlife', 'Gluten-Free', 'Restaurants', 'WineBars', 'Bars', 'Tapas/SmallPlates', 'Greek', 'Desserts', 'Mediterranean', 'Food']","{'Monday': '17:0-23:0', 'Tuesday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-23:0'}"
31321,Quality Mart,21 Massachusetts Ave,Boston,MA,02115,3.5,25,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True'}","['Restaurants', 'Delis', 'ConvenienceStores', 'Food', 'Beer', 'Wine&Spirits', 'Grocery']","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-2:0', 'Friday': '6:0-2:0', 'Saturday': '6:0-2:0', 'Sunday': '7:0-0:0'}"
31504,Rochambeau,900 Boylston St,Boston,MA,02115,4.0,123,1,"{'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True'}","['Nightlife', 'French', 'Lounges', 'CocktailBars', 'Bars', 'Restaurants']","{'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
31877,Wan Convenience Store,1508 Tremont St,Roxbury Crossing,MA,02120,4.5,105,0,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'""}","['ConvenienceStores', 'Food', 'Sandwiches', 'Restaurants']","{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30'}"
32103,Solstice Cafe,1625 Tremont St,Roxbury Crossing,MA,02120,4.0,5,0,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True'}","['Nightlife', 'Arts&Entertainment', 'Restaurants', 'MusicVenues']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0'}"
32542,Chacho's Pizza & Subs,1502 Tremont St,Roxbury Crossing,MA,02120,4.0,43,1,"{'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1'}","['FastFood', 'Pizza', 'Restaurants']","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0'}"
32819,Woody's Grill and Tap,58 Hemenway St,Boston,MA,02115,4.0,286,1,"{'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'Smoking': ""u'no'"", 'BYOBCorkage': ""'no'"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True'}","['Nightlife', 'American(Traditional)', 'Pizza', 'Restaurants', 'Bars']","{'Tuesday': '11:30-23:30', 'Wednesday': '11:30-23:30', 'Thursday': '11:30-23:30', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-22:0'}"
33048,Marlboro Market,45 Massachusetts Ave,Boston,MA,02115,3.5,54,1,"{'BYOBCorkage': ""'no'"", 'Alcohol': ""'full_bar'"", 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'quiet'""}","['Grocery', 'Delis', 'Beer', 'Wine&Spirits', 'Food', 'Restaurants']","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '7:0-23:0'}"
33166,Chutney's,334 Massachusetts Ave,Boston,MA,02115,3.5,89,1,"{'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'HasTV': 'True', 'Alcohol': ""'none'"", 'Caters': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'""}","['Restaurants', 'Indian', 'Vegetarian', 'FastFood', 'Pizza']","{'Tuesday': '11:0-16:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
33232,PokÃ© Station and Kitchen,313 Huntington Ave,Boston,MA,02115,3.5,30,1,"{'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","['Food', 'Tapas/SmallPlates', 'Restaurants', 'Poke']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-22:0'}"
33404,Frozen Hoagies Truck,,Boston,MA,02115,4.0,42,0,"{'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True'}","['Food', 'FoodTrucks', 'FastFood', 'IceCream&FrozenYogurt', 'Restaurants']","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}"
33854,IL Mondo Pizzeria,738 Huntington Ave,Boston,MA,02115,3.0,260,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'yes_free'"", 'WiFi': ""u'no'"", 'Caters': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True'}","['Sandwiches', 'American(New)', 'Italian', 'Restaurants', 'Burgers', 'Pizza']","{'Monday': '10:30-1:0', 'Tuesday': '10:30-1:0', 'Wednesday': '10:30-1:0', 'Thursday': '10:30-1:0', 'Friday': '10:30-2:30', 'Saturday': '10:30-2:30', 'Sunday': '10:30-1:0'}"
33899,The Capital Grille,900 Boylston St,Boston,MA,02115,4.5,944,1,"{'RestaurantsAttire': ""'dressy'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '4', 'BYOBCorkage': ""'no'"", 'Corkage': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'CoatCheck': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True'}","['Seafood', 'Steakhouses', 'Restaurants', 'American(Traditional)', 'WineBars', 'Bars', 'Nightlife']","{'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-20:0', 'Friday': '16:0-20:0', 'Saturday': '17:0-22:0', 'Sunday': '16:0-21:0'}"
33938,Conor Larkins Grill & Tap,329 Huntington Ave,Boston,MA,02115,3.5,113,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'no'"", 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}","['Nightlife', 'Irish', 'Restaurants', 'American(Traditional)', 'Bars', 'Pubs']","{'Monday': '11:30-1:0', 'Tuesday': '11:30-1:0', 'Wednesday': '11:30-1:0', 'Thursday': '11:30-1:0', 'Friday': '11:30-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-1:0'}"
34071,RED WHITE BUDDHA RAMEN ,294 Newbury St,Boston,MA,02115,4.5,167,1,"{'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","['Food', 'AsianFusion', 'Restaurants', 'Vegan', 'JuiceBars&Smoothies', 'Ramen', 'Japanese', 'HealthMarkets', 'SpecialtyFood', 'SushiBars', 'Vegetarian', 'Soup', 'Noodles']","{'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
34426,Espresso Royale Caffe,286 Newbury St,Boston,MA,02115,4.0,198,0,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True'}","['Desserts', 'Bagels', 'Coffee&Tea', 'Restaurants', 'Food']","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
34557,Subway,1122 Boylston St,Boston,MA,02115,2.0,15,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'HasTV': 'True'}","['Restaurants', 'Sandwiches', 'FastFood']","{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-22:0'}"
35388,Mike's Donuts,1524 Tremont St,Roxbury Crossing,MA,02120,4.0,78,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'WiFi': ""u'free'""}","['Donuts', 'Food', 'Restaurants', 'Coffee&Tea']","{'Monday': '4:30-16:0', 'Tuesday': '4:30-16:0', 'Wednesday': '4:30-16:0', 'Thursday': '4:30-16:0', 'Friday': '4:30-16:0', 'Saturday': '4:30-16:0', 'Sunday': '4:30-16:0'}"
35476,Slade's Bar & Grill,958 Tremont St,Roxbury Crossing,MA,02120,3.5,156,1,"{'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForDancing': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'no'"", 'RestaurantsDelivery': 'True'}","['MusicVenues', 'Bars', 'Restaurants', 'American(Traditional)', 'SoulFood', 'Nightlife', 'Arts&Entertainment']","{'Tuesday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-21:0'}"
35624,Sami's,107 Ave Louis Pasteur,Boston,MA,02115,4.0,63,0,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'""}","['FoodStands', 'Food', 'Lebanese', 'StreetVendors', 'MiddleEastern', 'Restaurants', 'American(New)', 'FoodTrucks']","{'Monday': '6:0-14:30', 'Tuesday': '6:0-14:30', 'Wednesday': '6:0-14:30', 'Thursday': '6:0-14:30', 'Friday': '6:0-14:30'}"
35904,Symphony Sushi,45 Gainsborough St,Boston,MA,02115,3.5,359,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'HasTV': 'True', 'BYOBCorkage': ""'yes_free'"", 'Caters': 'True', 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'RestaurantsTableService': 'True'}","['SushiBars', 'Restaurants', 'Japanese']","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '12:0-22:0'}"
36068,The Savant Project,1625 Tremont St,Boston,MA,02120,3.0,191,0,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BYOBCorkage': ""'yes_free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'HappyHour': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'True'}","['Arts&Entertainment', 'Restaurants', 'American(New)', 'MusicVenues', 'TapasBars', 'Nightlife']","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-1:0', 'Friday': '11:30-1:0', 'Saturday': '11:30-1:0', 'Sunday': '11:30-23:0'}"
36134,Flames Restaurant II,746 Huntington Ave,Boston,MA,02115,3.5,194,1,"{'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BikeParking': 'True', 'BYOBCorkage': ""'no'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'no'""}","['Caribbean', 'Restaurants']","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
